stage_code,stage,taxa_name,lw_reg_eqn,slope_b,int_a,lw_reg_length_type,lw_reg_weight_type,lw_reg_source_primary,lw_reg_doi,lw_reg_location,lw_reg_source_secondary,lw_reg_notes
ZOO_STAGE_000,Adult,Calanus finmarchicus,log10(DW_ug) = 3.264 * log10(PL_um) - 8.714,3.264,-8.714,PL,DW,Robertson_1968,"CIT:Robertson, A. 1968. The continuous plankton recorder: a method for studying the biomass of calanoid copepods. Bulletin of Marine Ecology 6: 185-223.",NA,ICES_WGZE_COPEPEDIA;https://wgze.net/biometrics-atlas/;https://wgze.net/index.html;Campbell_et_al_2001;Plourde_Joly_2008,CV-CVI;log10(DW_ug) = 2.231 * log10(PL_um) - 5.18 in Plourde Joly CVI
ZOO_STAGE_000,Adult,Calanus finmarchicus,log10(DW_ug) = 2.267 * log10(CL_um) - 5.105,2.267,-5.105,CL,DW,Karlson_Bamstedt_1994,URL:https://www.jstor.org/stable/24846138,Raunefjorden;Norway,NA,CV C. finmarchicus and 5 other spp.
ZOO_STAGE_000,Adult,Centropages hamatus,log10(DW_ug) = 2.449 * log10(CL_um) - 6.098,2.449,-6.098,PL,DW,KleinBreteler_et_al_1982,10.1016/0077-7579(82)90030-8,North Sea and Cultured copepodites,NA,CI-CVI;cephalothorax length
ZOO_STAGE_000,Adult,Centropages typicus,log10(DW_ug) = 2.451 * log10(PL_um) - 6.103,2.451,-6.103,PL,DW,Hay_et_al_1991,10.1016/0278-4343(91)90021-W,North Sea,NA,CI-CVI
ZOO_STAGE_000,Adult,Centropages typicus,log10(WW_ug) = 3.213 * log10(PL_um) - 7.589,3.213,-7.589,PL,WW,Shmeleva_1965,"CIT:Shmeleva, A.A. 1965. Weight characteristics of the zooplankton of the Adriatic Sea. Bulletin de l'Institut Oceanographicque 65 (1351): 1-24.  ",Adriatic Sea,ICES_WGZE_COPEPEDIA,NA
ZOO_STAGE_000,Adult,Centropages typicus,log10(WW_ug) = 3 * log10(TL_um) - 7.44,3,-7.44,TL,WW,Cohen_Lough_1981,10.2960/J.v2.a4,Adriatic Sea,Krylov_1968,Stage not reported;couldnt find Krylov_1968 refrenced in the wgt_reg_src_primary;W = 0.0362 L^3
ZOO_STAGE_000,Adult,Clausocalanus arcuicornis,log10(WW_ug) = 2.826 * log10(PL_um) - 6.548,2.826,-6.548,PL,WW,Zakaria_et_al_2018,10.1016/j.ejar.2018.05.002,Mediterranean,ICES_WGZE_COPEPEDIA;Shmeleva_1965,NA
ZOO_STAGE_000,Adult,Euphausia krohnii,log10(DW_ug) = 2.723 * log10(TL_um) - 7.661,2.723,-7.661,TL,DW,Lindley_et_al_1999,10.1093/plankt/21.11.2053,North Atlantic ,NA,L from the tip of the rostrum to the tip of the telson excluding terminal spines
ZOO_STAGE_000,Adult,Meganyctiphanes norvegica,log10(C_ug) = 3.930 * log10(TL_um) - 13.200,3.93,-13.2,TL,C,Agersted_Nielsen_2014,10.1093/plankt/fbt139,Greenland,NA,original C_mg = 3.89 * 10^-5 L_mm^3.930
ZOO_STAGE_000,Adult,Metridia lucens,log10(DW_ug) = 3.062 * log10(PL_um) - 8.073,3.062,-8.073,PL,DW,Hay_et_al_1991,10.1016/0278-4343(91)90021-W,North Sea,Hopcroft_et_al_2005;ICES_WGZE_Lutz-Postel;Swalethorp_et_al_2014;Hirche_Mumm_1992,CI-CVI
ZOO_STAGE_000,Adult,Nannocalanus minor,log10(WW_ug) = 3.103 * log10(PL_um) - 7.35,3.103,-7.35,PL,WW,Shmeleva_1965,"CIT:Shmeleva, A.A. 1965. Weight characteristics of the zooplankton of the Adriatic Sea. Bulletin de l'Institut Oceanographicque 65 (1351): 1-24.  ",Adriatic Sea,ICES_WGZE_COPEPEDIA,NA
ZOO_STAGE_000,Adult,Nematoscelis megalops,log10(DW_ug) = 2.822 * log10(TL_um) - 8.069,2.822,-8.069,TL,DW,Lindley_et_al_1999,10.1093/plankt/21.11.2053,North Atlantic ,NA,NA
ZOO_STAGE_000,Adult,Paracalanus parvus,log10(C_ug) = 3.1280 * log10(PL_um) - 8.4510,3.128,-8.451,PL,C,Davis_1984,10.1007/BF00392761,Georges Bank,ICES_WGZE_COPEPEDIA,Eqn. for Paracalanus spp.;CI-CVI
ZOO_STAGE_000,Adult,Paracalanus parvus,log10(C_ug) = 1.966 * log10(TL_um) - 5.404,1.966,-5.404,TL,C,Davis_1984,10.1007/BF00392761,Georges Bank,ICES_WGZE_COPEPEDIA,Eggs-CVI
ZOO_STAGE_000,Adult,Paracalanus parvus,log10(DW_ug) = 2.738 * log10(PL_um) - 6.934,2.738,-6.934,PL,DW,Hay_et_al_1991,10.1016/0278-4343(91)90021-W,North Sea,ICES_WGZE_COPEPEDIA,CI-CVI
ZOO_STAGE_000,Adult,Pseudocalanus minutus,log10(C_ug) = 3.6400 * log10(CL_um) - 10.1550,3.64,-10.155,PL,C,McLaren_1969,10.1139/f69-139,Baffin Island,ICES_WGZE_COPEPEDIA,CIII-CVI;original Cephalothorax Cug = 5.83 L ^3.64
ZOO_STAGE_000,Adult,Pseudocalanus minutus,log10(DW_ug) = 3.649 * log10(PL_um) - 9.870,3.649,-9.87,PL,DW,McLaren_1969,10.1139/f69-139,Baffin Island,ICES_WGZE_COPEPEDIA,NA
ZOO_STAGE_000,Adult,Temora longicornis,log10(DW_ug) = 3.06 * log10(CL_um) - 7.6958,3.06,-7.6958,CL,DW,KleinBreteler_et_al_1982,10.1016/0077-7579(82)90030-8,North Sea and Cultured copepodites,KleinBreteler_Gonzalez_1988;Mauchline_et_al_1998,CI-CVI;CL;Table 33 Page 232
ZOO_STAGE_000,Adult,Thysanoessa gregaria,log10(DW_ug) = 2.871 * log10(TL_um) - 8.233,2.871,-8.233,TL,DW,Lindley_et_al_1999,10.1093/plankt/21.11.2053,North Atlantic ,McGinty_et_al_2023,Eqn. for Thysanoessa longicaudata adult females;L from the tip of the rostrum to the tip of the telson excluding terminal spines;Data Sheet 1 Supp.Table 1
ZOO_STAGE_000,Adult,Thysanoessa longicaudata,log10(DW_ug) = 2.871 * log10(TL_um) - 8.233,2.871,-8.233,TL,DW,Lindley_et_al_1999,10.1093/plankt/21.11.2053,North Atlantic ,NA,Adult females;L from the tip of the rostrum to the tip of the telson excluding terminal spines
ZOO_STAGE_000,Adult,Thysanoessa raschii,log10(C_ug) = 3.549 * log10(TL_um) - 11.530,3.549,-11.53,TL,C,Agersted_Nielsen_2014,10.1093/plankt/fbt139,Greenland,NA,length measured from tip of rostrum to end of telson
ZOO_STAGE_024,CV,Calanus finmarchicus,log10(C_ug) = 3.5687 * log10(PL_um) - 10.02,3.5687,-10.02,PL,C,Madsen_et_al_2001,10.1007/s002270100552,Greenland,Swalethorp_et_al_2014;Davis_1984;ICES_WGZE_COPEPEDIA;Jarvis_2003,CIV-CV; log10(C_ug) = 2.54 * log10(TL_um) - 6.811 in ICES COPEPODIA;log10(C_ug) = 2.89 * log10(PL_um) - 7.831 in Jarvis
ZOO_STAGE_024,CV,Calanus finmarchicus,log10(C_ug) = 2.5400 * log10(TL_um) - 6.8110,2.54,-6.811,TL,C,Davis_1984,10.1007/BF00392761,Georges Bank,ICES_WGZE_COPEPEDIA,Egg-CVI
ZOO_STAGE_024,CV,Calanus finmarchicus,log10(DW_ug) = 3.460 * log10(PL_um) - 9.553,3.46,-9.553,PL,DW,Hay_et_al_1991,10.1016/0278-4343(91)90021-W,North Sea,Mauchline_1998;Diel_KleinBreteler_1986;Karlson_Bomstedt_1994;Jarvis_2003,CI-CVI;Table 33 Page 232
ZOO_STAGE_024,CV,Calanus finmarchicus,log10(DW_ug) = 3.264 * log10(PL_um) - 8.714,3.264,-8.714,PL,DW,Robertson_1968,"CIT:Robertson, A. 1968. The continuous plankton recorder: a method for studying the biomass of calanoid copepods. Bulletin of Marine Ecology 6: 185-223.",NA,ICES_WGZE_COPEPEDIA;https://wgze.net/biometrics-atlas/;https://wgze.net/index.html;Campbell_et_al_2001;Plourde_Joly_2008,CV-CVI 
ZOO_STAGE_024,CV,Calanus finmarchicus,log10(DW_ug) = 2.267 * log10(CL_um) - 5.105,2.267,-5.105,CL,DW,Karlson_Bamstedt_1994,URL:https://www.jstor.org/stable/24846138,Raunefjorden;Norway,NA,CV C. finmarchicus and 5 other spp.
ZOO_STAGE_024,CV,Calanus finmarchicus,log10(DW_ug) =  3.581 * log10(TL_um) - 9.890,3.581,-9.89,TL,DW,Diel_KleinBreteler_1986,10.1007/BF00397574,North Sea,ICES_WGZE_COPEPEDIA,CI-CVI
ZOO_STAGE_024,CV,Centropages hamatus,log10(DW_ug) = 2.449 * log10(CL_um) - 6.098,2.449,-6.098,PL,DW,KleinBreteler_et_al_1982,10.1016/0077-7579(82)90030-8,North Sea and Cultured copepodites,NA,CI-CVI;cephalothorax length
ZOO_STAGE_024,CV,Centropages typicus,log10(DW_ug) = 2.451 * log10(PL_um) - 6.103,2.451,-6.103,PL,DW,Hay_et_al_1991,10.1016/0278-4343(91)90021-W,North Sea,NA,CI-CVI
ZOO_STAGE_024,CV,Clausocalanus arcuicornis,log10(WW_ug) = 2.826 * log10(PL_um) - 6.548,2.826,-6.548,PL,WW,Zakaria_et_al_2018,10.1016/j.ejar.2018.05.002,Mediterranean,NA,Not stage specific same eqn. as adult
ZOO_STAGE_024,CV,Metridia lucens,log10(DW_ug) = 3.062 * log10(PL_um) - 8.073,3.062,-8.073,PL,DW,Hay_et_al_1991,10.1016/0278-4343(91)90021-W,North Sea,Hopcroft_et_al_2005;ICES_WGZE_Lutz-Postel;Swalethorp_et_al_2014;Hirche_Mumm_1992,CI-CVI
ZOO_STAGE_024,CV,Nannocalanus minor,log10(WW_ug) = 3.103 * log10(PL_um) - 7.35,3.103,-7.35,PL,WW,Shmeleva_1965,"CIT:Shmeleva, A.A. 1965. Weight characteristics of the zooplankton of the Adriatic Sea. Bulletin de l'Institut Oceanographicque 65 (1351): 1-24.  ",Adriatic Sea,ICES_WGZE_COPEPEDIA,Not stage specific same eqn. as adult
ZOO_STAGE_024,CV,Paracalanus parvus,log10(DW_ug) = 2.738 * log10(PL_um) - 6.934,2.738,-6.934,PL,DW,Hay_et_al_1991,10.1016/0278-4343(91)90021-W,North Sea,ICES_WGZE_COPEPEDIA,CI-CVI
ZOO_STAGE_024,CV,Pseudocalanus minutus,log10(C_ug) = 3.6400 * log10(CL_um) - 10.1550,3.64,-10.155,PL,C,McLaren_1969,10.1139/f69-139,Baffin Island,NA,high slope;CIII-CVI
ZOO_STAGE_024,CV,Temora longicornis,log10(DW_ug) = 3.06 * log10(CL_um) - 7.6958,3.06,-7.6958,PL,DW,KleinBreteler_et_al_1982,10.1016/0077-7579(82)90030-8,North Sea and Cultured copepodites,KleinBreteler_Gonzalez_1988;Mauchline_et_al_1998,CI-CVI;CL;Table 33 Page 232
ZOO_STAGE_023,CIV,Calanus finmarchicus,log10(C_ug) = 3.5687 * log10(PL_um) - 10.02,3.5687,-10.02,PL,C,Madsen_et_al_2001,10.1007/s002270100552,Greenland,Swalethorp_et_al_2014;Davis_1984;ICES_WGZE_COPEPEDIA,CIV-CV; log10(C_ug) = 2.54 * log10(TL_um) - 6.811 in ICES COPEPODIA
ZOO_STAGE_023,CIV,Calanus finmarchicus,log10(C_ug) = 2.5400 * log10(TL_um) - 6.811,2.54,-6.811,TL,C,Davis_1984,10.1007/BF00392761,Georges Bank,ICES_WGZE_COPEPEDIA,Eggs-CVI
ZOO_STAGE_023,CIV,Calanus finmarchicus,log10(DW_ug) = 3.29 * log10(PL_um) - 8.810,3.29,-8.81,PL,DW,Jarvis_2003,10.21954/ou.ro.0000f704,Scotland;Clyde Sea,NA,CIV-adults
ZOO_STAGE_023,CIV,Calanus finmarchicus,log10(DW_ug) =  3.581 * log10(TL_um) - 9.890,3.581,-9.89,TL,DW,Diel_KleinBreteler_1986,10.1007/BF00397574,North Sea,ICES_WGZE_COPEPEDIA,CI-CVI
ZOO_STAGE_023,CIV,Centropages hamatus,log10(DW_ug) = 2.449 * log10(CL_um) - 6.098,2.449,-6.098,PL,DW,KleinBreteler_et_al_1982,10.1016/0077-7579(82)90030-8,North Sea and Cultured copepodites,NA,CI-CVI;cephalothorax length
ZOO_STAGE_023,CIV,Centropages typicus,log10(DW_ug) = 2.451 * log10(PL_um) - 6.103,2.451,-6.103,PL,DW,Hay_et_al_1991,10.1016/0278-4343(91)90021-W,North Sea,NA,CI-CVI
ZOO_STAGE_023,CIV,Clausocalanus arcuicornis,log10(WW_ug) = 2.826 * log10(PL_um) - 6.548,2.826,-6.548,PL,WW,Zakaria_et_al_2018,10.1016/j.ejar.2018.05.002,Mediterranean,NA,Not stage specific same eqn. as adult
ZOO_STAGE_023,CIV,Metridia lucens,log10(DW_ug) = 3.062 * log10(PL_um) - 8.073,3.062,-8.073,PL,DW,Hay_et_al_1991,10.1016/0278-4343(91)90021-W,North Sea,Hopcroft_et_al_2005; ICES_WGZE_Lutz-Postel; Swalethorp_et_al_2014; Hirche_Mumm_1992,CI-CVI
ZOO_STAGE_023,CIV,Temora longicornis,log10(DW_ug) = 3.06 * log10(CL_um) - 7.6958,3.06,-7.6958,PL,DW,KleinBreteler_et_al_1982,10.1016/0077-7579(82)90030-8,North Sea and Cultured copepodites,KleinBreteler_Gonzalez_1988;Mauchline_et_al_1998,CI-CVI;CL;Table 33 Page 232
ZOO_STAGE_022,CIII,Calanus finmarchicus,log10(C_ug) = 2.5400 * log10(TL_um) - 6.8110,2.54,-6.811,TL,C,Davis_1984,10.1007/BF00392761,Georges Bank,ICES_WGZE_COPEPEDIA,Eggs-CVI
ZOO_STAGE_022,CIII,Calanus finmarchicus,log10(C_ug) = 3.57 * log10(PL_um) - 10.067,3.57,-10.067,PL,C,Swalethorp_et_al_2011,10.3354/meps09065,Disko Bay;western Greenland,NA,CIII-CVI
ZOO_STAGE_022,CIII,Calanus finmarchicus,log10(DW_ug) =  3.581 * log10(TL_um) - 9.890,3.581,-9.89,TL,DW,Diel_KleinBreteler_1986,10.1007/BF00397574,North Sea,ICES_WGZE_COPEPEDIA,CI-CVI
ZOO_STAGE_022,CIII,Calanus finmarchicus,log10(DW_ug) = 3.460 * log10(PL_um) - 9.553,3.46,-9.553,PL,DW,Hay_et_al_1991,10.1016/0278-4343(91)90021-W,North Sea,Mauchline_1998;Diel_KleinBreteler_1986;Karlson_Bomstedt_1994;Jarvis_2003,CI-CVI;Table 33 Page 232
ZOO_STAGE_022,CIII,Centropages typicus,log10(DW_ug) = 2.451 * log10(PL_um) - 6.103,2.451,-6.103,PL,DW,Hay_et_al_1991,10.1016/0278-4343(91)90021-W,North Sea,NA,CI-CVI
ZOO_STAGE_022,CIII,Clausocalanus arcuicornis,log10(WW_ug) = 2.826 * log10(PL_um) - 6.548,2.826,-6.548,PL,WW,Zakaria_et_al_2018,10.1016/j.ejar.2018.05.002,Mediterranean,NA,Not stage specific same eqn. as adult
ZOO_STAGE_022,CIII,Metridia lucens,log10(DW_ug) = 3.062 * log10(PL_um) - 8.073,3.062,-8.073,PL,DW,Hay_et_al_1991,10.1016/0278-4343(91)90021-W,North Sea,Hopcroft_et_al_2005;ICES_WGZE_Lutz-Postel;Swalethorp_et_al_2014;Hirche_Mumm_1992,CI-CVI
ZOO_STAGE_022,CIII,Temora longicornis,log10(DW_ug) = 3.06 * log10(CL_um) - 7.6958,3.06,-7.6958,PL,DW,KleinBreteler_et_al_1982,10.1016/0077-7579(82)90030-8,North Sea and Cultured copepodites,KleinBreteler_Gonzalez_1988;Mauchline_et_al_1998,CI-CVI;CL;Table 33 Page 232
ZOO_STAGE_021,CII,Calanus finmarchicus,log10(C_ug) = 2.5400 * log10(TL_um) - 6.8110,2.54,-6.811,TL,C,Davis_1984,10.1007/BF00392761,Georges Bank,ICES_WGZE_COPEPEDIA,Eggs-CVI
ZOO_STAGE_021,CII,Calanus finmarchicus,log10(DW_ug) =  3.581 * log10(TL_um) - 9.890,3.581,-9.89,TL,DW,Diel_KleinBreteler_1986,10.1007/BF00397574,North Sea,ICES_WGZE_COPEPEDIA,CI-CVI
ZOO_STAGE_021,CII,Calanus finmarchicus,log10(DW_ug) = 3.460 * log10(PL_um) - 9.553,3.46,-9.553,PL,DW,Hay_et_al_1991,10.1016/0278-4343(91)90021-W,North Sea,Mauchline_1998;Diel_KleinBreteler_1986;Karlson_Bomstedt_1994;Jarvis_2003,CI-CVI;Table 33 Page 232
ZOO_STAGE_021,CII,Clausocalanus arcuicornis,log10(WW_ug) = 2.826 * log10(PL_um) - 6.548,2.826,-6.548,PL,WW,Zakaria_et_al_2018,10.1016/j.ejar.2018.05.002,Mediterranean,NA,Not stage specific same eqn. as adult
ZOO_STAGE_021,CII,Metridia lucens,log10(DW_ug) = 3.062 * log10(PL_um) - 8.073,3.062,-8.073,PL,DW,Hay_et_al_1991,10.1016/0278-4343(91)90021-W,North Sea,Hopcroft_et_al_2005;ICES_WGZE_Lutz-Postel;Swalethorp_et_al_2014;Hirche_Mumm_1992,CI-CVI
ZOO_STAGE_021,CII,Temora longicornis,log10(DW_ug) = 3.06 * log10(CL_um) - 7.6958,3.06,-7.6958,PL,DW,KleinBreteler_et_al_1982,10.1016/0077-7579(82)90030-8,North Sea and Cultured copepodites,KleinBreteler_Gonzalez_1988;Mauchline_et_al_1998,CI-CVI;CL;Table 33 Page 232
ZOO_STAGE_020,CI,Calanus finmarchicus,log10(C_ug) = 2.5400 * log10(TL_um) - 6.8110,2.54,-6.811,TL,C,Davis_1984,10.1007/BF00392761,Georges Bank,ICES_WGZE_COPEPEDIA,Eggs-CVI
ZOO_STAGE_020,CI,Calanus finmarchicus,log10(DW_ug) =  3.581 * log10(TL_um) - 9.890,3.581,-9.89,TL,DW,Diel_KleinBreteler_1986,10.1007/BF00397574,North Sea,ICES_WGZE_COPEPEDIA,CI-CVI
ZOO_STAGE_020,CI,Calanus finmarchicus,log10(DW_ug) = 3.460 * log10(PL_um) - 9.553,3.46,-9.553,PL,DW,Hay_et_al_1991,10.1016/0278-4343(91)90021-W,North Sea,Mauchline_1998;Diel_KleinBreteler_1986;Karlson_Bomstedt_1994;Jarvis_2003,CI-CVI;Table 33 Page 232
ZOO_STAGE_020,CI,Clausocalanus arcuicornis,log10(WW_ug) = 2.826 * log10(PL_um) - 6.548,2.826,-6.548,PL,WW,Zakaria_et_al_2018,10.1016/j.ejar.2018.05.002,Mediterranean,NA,Not stage specific same eqn. as adult
ZOO_STAGE_020,CI,Metridia lucens,log10(DW_ug) = 3.062 * log10(PL_um) - 8.073,3.062,-8.073,PL,DW,Hay_et_al_1991,10.1016/0278-4343(91)90021-W,North Sea,Hopcroft_et_al_2005;ICES_WGZE_Lutz-Postel;Swalethorp_et_al_2014;Hirche_Mumm_1992,CI-CVI
ZOO_STAGE_029,Furcilia,Euphausia krohnii,log10(DW_ug) = 2.871 * log10(TL_um) - 8.233,2.871,-8.233,TL,DW,Lindley_et_al_1999,10.1093/plankt/21.11.2053,North Atlantic ,NA,Eqn. for T. longicaudata furcilia;L from the tip of the rostrum to the tip of the telson excluding terminal spines
ZOO_STAGE_029,Furcilia,Thysanoessa gregaria,log10(DW_ug) = 2.871 * log10(TL_um) - 8.233,2.871,-8.233,TL,DW,Lindley_et_al_1999,10.1093/plankt/21.11.2053,North Atlantic ,NA,Eqn. for T. longicaudata furcilia;L from the tip of the rostrum to the tip of the telson excluding terminal spines
ZOO_STAGE_029,Furcilia,Thysanoessa longicaudata,log10(DW_ug) = 2.871 * log10(TL_um) - 8.233,2.871,-8.233,TL,DW,Lindley_et_al_1999,10.1093/plankt/21.11.2053,North Atlantic ,NA,Eqn. for T. longicaudata furcilia;L from the tip of the rostrum to the tip of the telson excluding terminal spines
ZOO_STAGE_029,Furcilia,Thysanoessa raschii,log10(C_ug) = 3.549 * log10(TL_um) - 11.530,3.549,-11.53,TL,C,Agersted_Nielsen_2014,10.1093/plankt/fbt139,Greenland,NA,length measured from tip of rostrum to end of telson
ZOO_STAGE_028,Calyptopis,Euphausia krohnii,log10(DW_ug) = 1.402 * log10(TL_um)  - 3.012,1.402,-3.012,TL,DW,Lindley_et_al_1999,10.1093/plankt/21.11.2053,North Atlantic ,McGinty_et_al_2023,Eqn. for Calyptotes All;Data Sheet 1 Supp.Table 1;L from the tip of the rostrum to the tip of the telson excluding terminal spines
ZOO_STAGE_028,Calyptopis,Thysanoessa gregaria,log10(DW_ug) = 1.402 * log10(TL_um)  - 3.012,1.402,-3.012,TL,DW,Lindley_et_al_1999,10.1093/plankt/21.11.2053,North Atlantic ,McGinty_et_al_2023,Eqn. for Calyptotes All;Data Sheet 1 Supp.Table 1;L from the tip of the rostrum to the tip of the telson excluding terminal spines
ZOO_STAGE_028,Calyptopis,Thysanoessa longicaudata,log10(DW_ug) = 1.402 * log10(TL_um)  - 3.012,1.402,-3.012,TL,DW,Lindley_et_al_1999,10.1093/plankt/21.11.2053,North Atlantic ,McGinty_et_al_2023,Eqn. for Calyptotes All;Data Sheet 1 Supp.Table 1;L from the tip of the rostrum to the tip of the telson excluding terminal spines
ZOO_STAGE_028,Calyptopis,Thysanoessa raschii,log10(DW_ug) = 1.402 * log10(TL_um)  - 3.012,1.402,-3.012,TL,DW,Lindley_et_al_1999,10.1093/plankt/21.11.2053,North Atlantic ,McGinty_et_al_2023,Eqn. for Calyptotes All;Data Sheet 1 Supp.Table 1;L from the tip of the rostrum to the tip of the telson excluding terminal spines
ZOO_STAGE_013,Nauplius,Euphausia krohnii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZOO_STAGE_013,Nauplius,Thysanoessa gregaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZOO_STAGE_013,Nauplius,Thysanoessa longicaudata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZOO_STAGE_030,Cryptopia,NA ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not_Staged,Not_Staged,Acartia,log10(C_ug) = 2.92 * log10(PL_um) - 7.95,2.92,-7.95,PL,C,Berggreen_et_al_1988,10.1007/BF02112126,Cultured,Rasmus-Swalethorp;Thor_et_al_2005;Arendt_et_al_2012;Chisholm_Roff_1990,Eqn. for A. tonsa copepodites;Acartia spp. logDW=2.597*log(l)-6.707
Not_Staged,Not_Staged,Acartia danae,log10(C_ug) = 2.92 * log10(PL_um) - 7.95,2.92,-7.95,PL,C,Berggreen_et_al_1988,10.1007/BF02112126,Cultured,Rasmus-Swalethorp;Thor_et_al_2005;Arendt_et_al_2012;Chisholm_Roff_1990,Eqn. for A. tonsa copepodites;Acartia spp. logDW=2.597*log(l)-6.707; log C[ug] = 1.269 * logL[um] - 7.95
Not_Staged,Not_Staged,Acartia longiremis,log10(C_ug) = 2.92 * log10(PL_um) - 7.95,2.92,-7.95,PL,C,Berggreen_et_al_1988,10.1007/BF02112126,Cultured,Rasmus-Swalethorp;Thor_et_al_2005;Arendt_et_al_2012;Chisholm_Roff_1990,Eqn. for A. tonsa copepodites;Acartia spp. logDW=2.597*log(l)-6.707; log C[ug] = 1.269 * logL[um] - 7.95
Not_Staged,Not_Staged,Acartia tonsa,log10(DW_ug) = 2.931 * log10(PL_um) - 8.017,2.931,-8.017,PL,DW,Ara_2001,"CIT:Ara, K. 2001. Length-weight relationships and chemical content of the planktonic copepods in the Cananeia Lagoon estuarine system, Sao Paulo, Brazil. Plankton Biology and Ecology 48: 121–127.",Brazil,Mauchline_1998,also have TL eqn.;Table 33 Page 232
Not_Staged,Not_Staged,Acrocalanus longicornis,log10(C_ug) = 2.512 * log10(PL_um) - 6.76,2.512,-6.76,PL,C,Lavaniegos_Ohman_2007,10.1016/j.pocean.2007.07.002,North Pacific,NA,Eqn. for Copepods
Not_Staged,Not_Staged,Aetideidae,log10(DW_ug) = 3.143 * log10(TL_um) - 8.466,3.143,-8.466,TL,DW,ICES_WGZE_COPEPEDIA,URL:https://www.st.nmfs.noaa.gov/copepedia/taxa/T4000856/html/biometricframe.html,Weddell Sea,Mizdalski_1988 ,Eqn. for Gaidius tenuispinus;CIII-CVI;couldnt find the eqn in the original Mizalski paper
Not_Staged,Not_Staged,Aetideidae,log10(WW_ug) = 3.049 * log10(PL_um) - 7.267,3.049,-7.267,PL,WW,Shmeleva_1965,"CIT:Shmeleva, A.A. 1965. Weight characteristics of the zooplankton of the Adriatic Sea. Bulletin de l'Institut Oceanographicque 65 (1351): 1-24.  ",Adriatic Sea,ICES_WGZE_COPEPEDIA,Eqn. for Aetideus armatus;https://www.st.nmfs.noaa.gov/copepedia/taxa/T4000856/html/biometricframe.html
Not_Staged,Not_Staged,Alteutha depressa,log10(C_ug) = 3.26 * log10(TL_um) - 9.409,3.26,-9.409,TL,C,Hirota_1986,NA,NA,Ara_Shimoto_2018;Satapoomin_1999;Ara_2001;Hopcroft_Roff_1998;Satapoomin_1999,Eqn. for harpacticoids;Satapoomin has eqn for different type of harpacticoids with different body
Not_Staged,Not_Staged,Amphipoda,log10(DW_ug) = 2.711 * log10(TL_um) - 7.37,2.711,-7.37,TL,DW,Yamada_et_al_2002,10.1007/s00227-002-0835-4,western subarctic Pacific,Nakamura_et_al_2017;McGinty_et_al_2023,Eqn. for Themisto pacifica BL;Data Sheet 1 Supp.Table 1
Not_Staged,Not_Staged,Amphipoda,log10(DW_ug) = 0.92 * log10(WW_ug) - 0.33,0.92,-0.33,WW,DW,Kiorboe_2013,10.4319/lo.2013.58.5.1843,NA,NA,NA
Not_Staged,Not_Staged,Anomura,log10(C_ug) = 3.28 * log10(CL_um) - 8.4209,3.28,-8.4209,CL,C,Hirota_1986,NA,NA,Ara_Shimoto_2018,Eqn. for decapod larvae
Not_Staged,Not_Staged,Appendicularia,log10(DW_ug) = 2.574 * log10(TrL_um) - 6.133,2.574,-6.133,TrL,DW,Lavaniegos_Ohman_2007,10.1016/j.pocean.2007.07.002,Mediterranean,Fenaux_Gorsky_1983;Hirst_2012,Eqn. for Oikopleura longicauda
Not_Staged,Not_Staged,Augaptilidae,log10(C_ug) = 2.512 * log10(PL_um) - 6.76,2.512,-6.76,PL,C,Lavaniegos_Ohman_2007,10.1016/j.pocean.2007.07.002,North Pacific,NA,Eqn. for Copepods
Not_Staged,Not_Staged,Augaptilidae,log10(WW_ug) = 2.10 * log10(TL_um) - 4.396910,2.1,-4.39691,TL,WW,Richardson_et_al_2006,10.1016/j.pocean.2005.09.011,NA,McGinty_et_al_2023;Peters_1983,General eqn. for copoepods/zooplankton used in CPR survey;p.67;Data Sheet 1 Supp. Table 1;Original WM= 0.08*TL^2.1
Not_Staged,Not_Staged,Balanidae,log10(DW_ug) = 3.716 * log10(TL_um) - 10.105,3.716,-10.105,TL,DW,Muxagata_2005,NA,Southampton;English Channel,NA,Eqn. for Semibalanus balanoides
Not_Staged,Not_Staged,Bivalvia,log10(C_ug) = 2.88 * log10(SL_um) - 7.514,2.88,-7.514,SL,C,Fotel_et_al_1999,10.1016/S0022-0981(98)00136-1,Denmark;Laboratory,Swalethorp_et_al_2014,Eqn. for Mytilus edulis larvae;Table S1;Shell length was measured as the greatest dimension in a line parallel to the hinge (anterior–posterior axis)
Not_Staged,Not_Staged,Bivalvia,log10(DW_ug) = 2.6 * log10(SL_um) - 6.203,2.6,-6.203,SL,DW,Sprung_1984,URL:https://www.jstor.org/stable/24815959,Helgoland;Germany;Laboratory,Jespersen_Olsen_1982,Eqn. for Mytilus edulis larvae;Fig.3;for small larvae generally under 300 um;log10(DW_ug) = 3.49 * log10(L_um) - 8.556 Jespersen_Olsen_1982
Not_Staged,Not_Staged,Brachiopoda,log10(C_ug) = 1.47 * log10(SL_um) - 3.451,1.47,-3.451,SL,C,Hirota_1986,NA,NA,Ara_Shimoto_2018,Eqn. for bivalve larvae
